,FIRST_ORDER_DATE,LATEST_ORDER_DATE,TENURE_IN_COMPLETE_DAYS,SERVICE_RATE_PERCENT,ORDER_COUNT_VOICE_PLATFORM,BUSINESS_PHONE_COUNT,WEEKLY_SERVICE_HOURS,TOTAL_MISTAKES_COUNT,AVG_CALL_DURATION_SECONDS,is_bad_status,GMV_LEVEL_NUM,mistakes_per_order,hours_per_tenure,zip_region,CUISINE_TYPE_chinese_american,CUISINE_TYPE_chinese_japanese,CUISINE_TYPE_japanese,CUISINE_TYPE_pizza,CUISINE_TYPE_unknown,SERVICE_TYPE_part_time,tenure_bin_medium,tenure_bin_short,tenure_bin_nan,is_short_tenure
62,2025-09-15,2025-10-06,21.0,6.99,66.0,1.0,64.0,2.0,64.0,0,0,0.029850746268656716,2.909090909090909,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
63,2023-12-31,2025-10-05,644.0,7.99,17486.0,3.0,65.0,143.0,78.0,0,2,0.008177503288156916,0.10077519379844961,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
64,2023-08-24,2025-10-05,773.0,6.99,19591.0,1.0,62.0,44.0,63.0,0,2,0.002245814618211515,0.08010335917312661,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
65,2025-08-28,2025-10-05,38.0,6.99,422.0,1.0,64.0,15.0,54.0,0,0,0.03546099290780142,1.641025641025641,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
66,2025-04-11,2025-09-30,172.0,7.59,2860.0,2.0,27.0,19.0,96.0,1,1,0.006641034603285564,0.15606936416184972,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
67,2023-02-21,2023-03-10,17.0,6.99,164.0,2.0,63.0,12.0,113.0,1,1,0.07272727272727272,3.5,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
68,2024-09-01,2025-10-06,400.0,6.99,3488.0,2.0,63.0,24.0,91.0,0,1,0.006878761822871883,0.1571072319201995,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
69,2023-08-28,2023-10-12,45.0,8.0,798.0,2.0,63.0,18.0,109.0,1,1,0.02252816020025031,1.3695652173913044,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
70,2023-11-22,2024-06-27,218.0,6.99,3835.0,1.0,63.0,4.0,78.0,1,3,0.0010427528675703858,0.2876712328767123,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
71,2025-02-17,2025-04-12,54.0,6.99,240.0,1.0,63.0,2.0,80.0,1,0,0.008298755186721992,1.1454545454545455,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
72,2023-10-01,2025-10-06,736.0,6.99,58872.940000000206,2.0,79.0,293.0,74.0,0,13,0.004976735037607454,0.10719131614654002,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
73,2025-08-12,2025-10-05,54.0,6.99,1741.0,2.0,67.0,60.0,93.0,0,3,0.03444316877152698,1.2181818181818183,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
74,2024-01-16,2025-10-03,626.0,8.19,12515.0,1.0,12.0,69.0,99.0,0,2,0.00551294343240652,0.019138755980861243,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
75,2023-10-05,2025-10-06,732.0,6.99,18782.0,2.0,60.0,116.0,75.0,0,2,0.006175797263482937,0.08185538881309687,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76,2023-04-19,2025-10-06,901.0,6.99,16741.0,1.0,68.0,302.85000000000036,107.0,0,1,0.018089236650340484,0.07538802660753881,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
77,2023-05-31,2023-06-16,16.0,7.79,241.0,2.0,63.0,17.0,110.0,1,0,0.07024793388429752,3.7058823529411766,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
78,2024-08-10,2025-10-06,422.0,6.99,7104.0,2.0,27.0,46.0,69.0,0,2,0.006474313863476425,0.06382978723404255,4,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
79,2024-01-01,2024-05-23,143.0,6.99,6358.0,2.0,63.0,20.0,63.0,1,3,0.0031451486082717407,0.4375,2,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
80,2023-07-09,2025-10-05,819.0,6.99,19436.0,2.0,66.0,122.0,85.0,0,2,0.006276688789422236,0.08048780487804878,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
81,2023-06-29,2024-12-04,524.0,6.99,19818.0,1.0,63.0,69.0,78.0,1,2,0.0034815076441798275,0.12,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
82,2024-05-15,2025-10-06,509.0,7.59,6722.0,1.0,64.0,34.0,92.0,0,1,0.0050572661014428085,0.12549019607843137,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
83,2023-04-13,2025-10-03,904.0,8.19,8121.0,2.0,4.0,49.0,107.0,0,3,0.006032996798818025,0.004419889502762431,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
84,2023-08-25,2024-06-09,289.0,6.99,4772.0,2.0,63.0,54.0,81.0,1,2,0.011313639220615965,0.21724137931034482,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
85,2023-11-24,2025-10-03,679.0,7.99,9635.0,1.0,30.0,78.0,95.0,0,3,0.00809464508094645,0.04411764705882353,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
86,2023-06-16,2025-10-06,843.0,7.59,24393.0,1.0,9.0,64.0,87.0,0,2,0.002623595966221202,0.01066350710900474,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
87,2023-12-17,2025-10-05,658.0,6.99,36030.0,1.0,62.0,71.0,66.0,0,4,0.001970525380921984,0.09408194233687406,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
88,2024-02-01,2024-07-31,181.0,6.99,1507.0,1.0,63.0,22.0,89.0,1,0,0.014588859416445624,0.34615384615384615,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
89,2025-04-03,2025-10-05,185.0,7.79,5679.0,2.0,64.0,38.0,86.0,0,3,0.006690140845070422,0.34408602150537637,3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
90,2025-07-03,2025-10-05,94.0,7.59,1628.0,2.0,18.0,27.0,112.0,0,2,0.016574585635359115,0.18947368421052632,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
91,2023-06-28,2025-10-06,831.0,7.99,10368.0,1.0,60.0,69.0,101.0,0,1,0.006654450766708458,0.07211538461538461,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
92,2023-04-15,2025-02-23,680.0,6.99,2352.0,1.0,63.0,18.0,96.0,1,0,0.00764980875478113,0.09251101321585903,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
93,2024-12-07,2025-10-06,303.0,6.99,3249.0,2.0,60.0,9.0,77.0,0,1,0.002769230769230769,0.19736842105263158,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
94,2024-11-07,2025-02-17,102.0,6.99,127.0,1.0,63.0,9.0,85.0,1,0,0.0703125,0.6116504854368932,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
95,2023-01-11,2023-10-29,291.0,6.99,1162.0,2.0,63.0,6.0,76.0,1,1,0.005159071367153913,0.21575342465753425,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
96,2024-10-08,2025-04-02,176.0,6.99,917.0,1.0,63.0,7.0,77.0,1,0,0.007625272331154684,0.3559322033898305,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
97,2023-08-21,2025-10-06,777.0,6.99,10569.0,2.0,60.0,27.0,65.0,0,1,0.002554399243140965,0.07712082262210797,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
98,2023-02-28,2025-10-06,951.0,7.59,20323.0,2.0,59.0,293.0,109.0,0,2,0.01441645345404448,0.06197478991596639,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
99,2023-11-30,2025-10-06,676.0,6.99,9578.0,1.0,59.0,40.0,66.0,0,1,0.004175801231861363,0.08714918759231906,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100,2023-06-17,2025-10-06,842.0,7.99,34615.0,2.0,65.0,127.0,88.0,0,3,0.00366882366535706,0.0771055753262159,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
101,2023-02-01,2024-06-14,499.0,6.99,20133.0,2.0,63.0,82.0,69.0,1,3,0.0040727128240786725,0.126,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
102,2025-06-24,2025-10-06,104.0,7.59,2099.0,1.0,76.0,19.0,86.0,0,1,0.009047619047619047,0.7238095238095238,3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
103,2025-08-30,2025-10-06,37.0,6.99,1242.0,2.0,65.0,18.0,74.0,0,2,0.014481094127111826,1.7105263157894737,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
104,2025-10-02,2025-10-06,4.0,6.99,128.0,1.0,64.0,14.0,83.0,0,2,0.10852713178294573,12.8,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
105,2024-03-06,2024-10-31,239.0,6.99,1027.0,1.0,61.0,8.0,64.0,1,0,0.007782101167315175,0.25416666666666665,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
106,2023-12-25,2025-10-06,651.0,6.99,3594.0,1.0,80.0,18.0,82.0,0,0,0.005006954102920723,0.12269938650306748,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
107,2023-12-23,2025-06-28,553.0,6.99,1372.0,1.0,56.0,5.0,71.0,1,0,0.003641660597232338,0.10108303249097472,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
108,2024-11-01,2025-03-28,147.0,7.59,609.0,1.0,60.0,6.0,89.0,1,0,0.009836065573770493,0.40540540540540543,9,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
109,2024-01-16,2025-02-13,394.0,6.99,3161.0,1.0,63.0,26.0,101.0,1,0,0.008222643896268185,0.15949367088607594,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
110,2025-04-30,2025-10-06,159.0,8.19,4473.0,2.0,79.0,24.0,95.0,0,2,0.005364327223960662,0.49375,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
111,2024-09-24,2025-10-06,377.0,6.99,2287.0,1.0,72.0,7.0,86.0,0,0,0.0030594405594405595,0.19047619047619047,9,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
112,2023-11-30,2023-12-16,16.0,8.59,129.0,2.0,63.0,8.0,111.0,1,0,0.06153846153846154,3.7058823529411766,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
113,2025-03-01,2025-03-03,2.0,7.65,32.0,2.0,64.0,2.0,130.0,1,1,0.06060606060606061,21.333333333333332,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
114,2024-01-29,2024-02-19,21.0,6.99,243.0,2.0,63.0,3.0,108.0,1,1,0.012295081967213115,2.8636363636363638,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
115,2023-02-28,2025-10-06,951.0,6.0,12269.0,1.0,71.0,121.0,111.0,0,1,0.009861450692746536,0.07457983193277311,8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
116,2024-05-18,2025-10-06,506.0,6.59,12723.0,3.0,69.0,88.0,88.0,0,1,0.0069160641307764855,0.13609467455621302,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
117,2025-03-05,2025-10-06,215.0,6.99,9464.0,2.0,61.0,29.0,89.0,0,4,0.00306391970417327,0.2824074074074074,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
118,2024-06-03,2025-10-06,490.0,6.99,8105.0,1.0,68.0,24.0,76.0,0,1,0.0029607698001480384,0.1384928716904277,3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
119,2023-08-07,2024-01-31,177.0,8.0,2376.0,2.0,63.0,43.0,102.0,1,1,0.01809002944888515,0.3539325842696629,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
120,2024-04-13,2025-10-06,541.0,6.99,7910.0,3.0,65.0,85.0,87.0,0,1,0.01074453292883327,0.11992619926199262,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
121,2024-07-12,2025-10-06,451.0,6.99,22247.0,1.0,59.0,56.0,87.0,0,5,0.0025170801869830997,0.13053097345132744,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
122,2024-07-28,2025-10-06,435.0,6.99,6028.0,1.0,66.0,29.0,70.0,0,1,0.00481008459114281,0.15137614678899083,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
123,2023-06-19,2023-06-23,4.0,7.59,124.0,3.0,63.0,18.0,125.0,1,3,0.144,12.6,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
124,2023-08-27,2025-10-03,768.0,6.99,10290.0,3.0,5.0,18.0,66.0,0,2,0.001749101156350209,0.006501950585175552,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
